asset_number,asset_description,manufacturer,model_number,serial_number,facility,department,purchase_date,install_date,support_end_date,operating_system,ip_address,mac_address,device_status,replacement_cost,risk_score
ASSET-000132,Ventilators,GE Healthcare,GE -1731,CC-15654527,Twin Falls,Recovery,2022-05-08,2022-06-12,2028-12-22,QNX,192.168.139.106,,Active,279032.94,43.41
ASSET-000133,Vital Signs Monitors,Edan,EDA-4860,TT-11615280,Fruitland,Cardiac Care,2016-07-28,2016-08-02,2031-10-22,,192.168.244.194,55:6c:62:40:15:d8,Active,343147.11,67.02
ASSET-000134,Microscopes,Nikon,NIK-6238,KM-51656049,Elmore,ICU (Intensive Care),2016-07-18,2016-09-07,2031-09-15,,192.168.180.160,d6:39:d4:4c:4b:33,Retired,283528.46,66.01
ASSET-000135,Lighting Systems,Steris,STE-7732,MT-19832731,Twin Falls,Med/Surg,2022-10-20,2022-12-20,2026-05-13,VxWorks,192.168.103.10,a9:79:19:f3:89:be,Active,409606.03,68.03
ASSET-000136,Microscopes,Zeiss,ZEI-4734,TA-51493689,Nampa,Cardiac Care,2022-06-09,2022-08-02,2028-08-07,,192.168.125.195,bf:1c:51:21:9f:ce,Active,426391.19,58.79
ASSET-000137,Lighting Systems,Surgical Care Industries,SUR-1944,AF-94024455,Magic Valley,OR (Operating Room),2022-01-12,2022-02-07,2027-08-17,Windows 10,192.168.62.96,e4:5a:f2:b3:b0:53,Active,133036.66,73.31
ASSET-000138,MRI,GE Healthcare,GE -3669,GN-29612018,North Canyon,Lab,2018-11-08,2019-02-03,2027-11-14,Custom OS,192.168.197.175,43:58:04:72:81:9c,Active,356137.26,67.75
ASSET-000139,Defibrillators,Medtronic,MED-4575,CB-67525459,Fruitland,Cardiac Care,2023-10-13,2023-12-27,2026-09-22,,,90:98:37:f6:20:ac,Loaner,322094.4,68.61
ASSET-000140,Lighting Systems,Brüel & Kjaer,BRÜ-5895,RQ-22901476,Magic Valley,Imaging (Radiology),2023-04-02,2023-06-18,2029-03-24,Embedded Linux,,d6:cf:c6:12:61:af,Active,115069.78,35.35
ASSET-000141,Vital Signs Monitors,Mindray,MIN-3785,KR-64381561,Wood River,Neuro,2017-05-04,2017-07-04,2026-05-24,,192.168.47.243,ab:2d:71:b5:72:9d,Active,443987.56,93.72
ASSET-000142,Microscopes,Zeiss,ZEI-8709,GK-84036900,Boise,OB/GYN,2016-08-07,2016-10-11,2026-11-13,Embedded Linux,192.168.219.39,66:af:d1:ea:49:a1,Retired,94276.6,95.81
ASSET-000143,CT Scanners,GE Healthcare,GE -1077,PF-32445107,Fruitland,Cardiac Care,2018-03-19,2018-04-09,2030-02-05,QNX,192.168.110.248,02:13:66:bf:07:a4,Active,267861.72,55.18
ASSET-000144,Patient Monitors,Edan,EDA-6641,NB-26838851,Twin Falls,Imaging (Radiology),2016-07-17,2016-10-01,2027-02-27,Windows Server 2019,192.168.134.153,de:44:af:fa:b7:60,Active,453912.65,100.0
ASSET-000145,Surgical Lights,Welch Allyn,WEL-4460,NP-60715969,Elmore,OR (Operating Room),2023-03-04,2023-04-20,2030-07-21,VxWorks,192.168.153.13,0a:18:3b:d5:e3:c2,Active,130105.46,37.02
ASSET-000146,Dialysis,Fresenius,FRE-5933,MC-41605297,Eagle,ICU (Intensive Care),2023-05-20,2023-08-06,2029-02-17,,192.168.30.201,65:66:86:67:b7:d1,Active,24505.83,34.96
ASSET-000147,CT Scanners,Siemens,SIE-1044,NK-61369681,Boise,ICU (Intensive Care),2016-10-22,2016-12-25,2026-02-25,QNX,192.168.232.66,e9:97:87:ed:19:33,Active,437699.52,100.0
ASSET-000148,CT Scanners,Toshiba,TOS-2898,SG-53521818,Meridian,OR (Operating Room),2015-03-22,2015-06-13,2027-06-15,,192.168.188.24,af:5d:3a:cd:cc:e9,Active,195929.17,100.0
ASSET-000149,Infusion Pumps,Medtronic,MED-1960,FE-55231243,Nampa,ICU (Intensive Care),2021-10-16,2021-12-28,2028-07-25,Windows 10,,,Active,446422.59,59.83
ASSET-000150,Defibrillators,Philips,PHI-2037,LL-12779979,Twin Falls,Emergency,2015-12-28,2016-03-24,2030-12-19,QNX,,30:dd:7f:f6:b1:c5,Active,414086.72,73.92
ASSET-000151,Dialysis,DaVita,DAV-9283,BM-27177449,Fruitland,Recovery,2017-02-25,2017-04-29,2029-05-02,VxWorks,192.168.104.210,eb:e3:e5:2d:ff:e4,Active,490432.02,67.45
ASSET-000152,MRI,GE Healthcare,GE -9996,KC-81477005,Boise,ICU (Intensive Care),2019-09-18,2019-10-15,2029-06-12,,,,Active,384871.12,56.0
ASSET-000153,Surgical Lights,Berchtold,BER-2868,BQ-19986798,Meridian,Lab,2015-06-12,2015-09-02,2028-09-12,,192.168.43.127,d1:36:82:64:60:3d,Retired,199483.76,74.57
ASSET-000154,Infusion Pumps,B. Braun,B. -1761,QD-93597820,Wood River,OB/GYN,2016-08-15,2016-11-08,2029-08-01,Windows 10,192.168.111.215,5a:58:41:35:c6:a4,Active,195408.01,74.8
ASSET-000155,Ultrasound,Canon,CAN-6617,SS-51820377,Twin Falls,Recovery,2017-03-14,2017-05-31,2030-05-27,,,6f:66:6b:94:b0:43,Loaner,326792.76,69.58
ASSET-000156,Surgical Lights,Steris,STE-6771,BL-92554665,Jerome,Recovery,2021-11-24,2022-02-01,2027-07-26,Windows 10,192.168.38.14,66:88:52:92:80:4a,Active,346844.45,67.95
ASSET-000157,CT Scanners,Toshiba,TOS-2679,EL-15186449,North Canyon,Neuro,2018-12-21,2019-03-03,2029-12-10,Windows 10,,a0:1b:06:80:67:e2,Active,456185.76,57.05
ASSET-000158,Dehumidifiers,Honeywell,HON-4170,CK-19254629,Twin Falls,Recovery,2017-11-03,2017-11-27,2030-02-13,Windows Server 2019,192.168.34.42,82:02:a9:ee:4f:14,Active,164701.86,60.51
ASSET-000159,Defibrillators,Stryker,STR-6866,MA-86528168,Meridian,Emergency,2023-04-06,2023-06-12,2026-09-06,VxWorks,192.168.90.57,,Active,168877.94,62.94
ASSET-000160,Vital Signs Monitors,Philips,PHI-2879,EE-54235733,Wood River,Emergency,2022-04-21,2022-07-09,2028-01-22,,192.168.204.242,83:90:0c:bf:e4:f9,Active,449649.4,51.93
ASSET-000161,Ventilators,Puritan Bennett,PUR-9736,EN-14188805,Boise,ICU (Intensive Care),2018-11-21,2018-12-19,2029-02-07,QNX,,de:24:4e:0c:eb:a9,Active,41257.77,56.78
ASSET-000162,Cardiac Devices,Boston Scientific,BOS-5237,MH-22292706,Eagle,Med/Surg,2022-11-13,2023-01-08,2029-02-18,QNX,192.168.194.191,25:b7:36:94:9a:2c,Active,463711.99,33.81
ASSET-000163,Defibrillators,Zoll,ZOL-9740,RG-79473834,Magic Valley,Imaging (Radiology),2021-09-10,2021-12-01,2026-11-26,,192.168.246.244,48:3f:15:02:c9:2b,Active,375406.81,79.04
ASSET-000164,Lighting Systems,Brüel & Kjaer,BRÜ-9397,PF-59774688,Nampa,Imaging (Radiology),2017-04-20,2017-05-23,2027-03-22,,,,Retired,497184.96,94.61
ASSET-000165,Dialysis,Fresenius,FRE-5107,DS-39240758,Meridian,Lab,2022-06-12,2022-06-29,2028-05-20,Windows 11,192.168.116.85,9c:4e:ba:a1:db:56,Active,126856.69,52.22
ASSET-000166,Ultrasound,Philips,PHI-3200,PC-14124782,Wood River,Emergency,2022-08-15,2022-09-30,2029-02-06,Windows 10,,,Active,271615.93,37.63
ASSET-000167,Surgical Lights,Steris,STE-1305,MH-37506068,Jerome,OR (Operating Room),2021-10-07,2021-10-12,2029-09-16,Windows 11,192.168.58.229,,Active,149044.58,44.65
ASSET-000168,CT Scanners,Hitachi,HIT-1173,EE-61530515,Wood River,Lab,2017-09-05,2017-11-02,2027-10-19,Windows 11,192.168.124.241,70:f9:76:20:87:bd,Active,335949.87,80.18
ASSET-000169,Defibrillators,Cardiac Science,CAR-1760,CA-04727790,Boise,Emergency,2016-12-17,2017-03-09,2031-05-19,Windows 11,192.168.97.94,27:80:c0:72:cf:b4,Active,175791.0,67.93
ASSET-000170,Vital Signs Monitors,GE Healthcare,GE -8207,KH-43289861,Nampa,Lab,2016-09-21,2016-10-27,2027-03-06,QNX,,d4:a9:3a:f6:f5:f5,Active,84816.9,100.0
ASSET-000171,Ventilators,Puritan Bennett,PUR-3639,DR-41036971,Nampa,Neuro,2015-10-05,2015-10-13,2026-03-17,,192.168.145.164,91:2b:6e:e5:f1:f6,Active,416029.97,100.0
ASSET-000172,Cardiac Devices,LivaNova,LIV-5333,PA-98089324,Nampa,Emergency,2022-10-19,2022-10-28,2027-07-05,Windows 11,192.168.233.130,4c:31:5a:f3:13:3c,Active,331399.34,74.02
ASSET-000173,Lighting Systems,Brüel & Kjaer,BRÜ-8069,MC-95396218,Jerome,Med/Surg,2020-01-23,2020-03-31,2032-08-26,,192.168.206.190,,Active,290179.8,49.25
ASSET-000174,Lighting Systems,Surgical Care Industries,SUR-5641,BN-88888067,North Canyon,Neuro,2021-05-07,2021-05-08,2030-10-17,Windows 10,192.168.53.177,,Active,57758.69,44.26
ASSET-000175,Microscopes,Olympus,OLY-6990,LE-54051531,North Canyon,Cardiac Care,2021-04-14,2021-06-24,2029-06-18,Windows Server 2019,,cb:46:3c:75:e4:52,Active,256630.05,47.86
ASSET-000176,Ventilators,GE Healthcare,GE -1086,EC-05852772,Meridian,Imaging (Radiology),2022-10-14,2022-10-26,2026-04-12,Windows 10,192.168.239.253,92:1d:59:fd:e0:05,Active,330157.69,73.04
ASSET-000177,Dehumidifiers,Honeywell,HON-9364,KS-70430305,Jerome,Lab,2017-11-02,2017-12-19,2027-01-06,Windows Server 2019,192.168.91.172,66:07:23:2e:91:b2,Active,408679.87,92.26
ASSET-000178,Lighting Systems,Steris,STE-1076,BL-68740345,Twin Falls,Imaging (Radiology),2021-09-04,2021-11-15,2026-05-11,,,,Retired,407507.94,75.75
ASSET-000179,Cardiac Devices,Biotronik,BIO-4985,FR-41566765,McCall,Recovery,2022-10-28,2022-11-01,2028-07-21,,192.168.180.59,,Active,179782.65,55.36
ASSET-000180,Patient Monitors,Mindray,MIN-2523,FT-75841616,Eagle,Emergency,2016-09-06,2016-11-06,2027-04-19,QNX,192.168.233.49,66:78:7b:87:69:75,Active,128599.24,100.0
ASSET-000181,Infusion Pumps,Alaris,ALA-9071,PF-45115447,North Canyon,OR (Operating Room),2023-01-28,2023-03-31,2027-06-16,,,8c:fb:5d:8f:cb:71,Active,68481.75,65.26
ASSET-000182,Anesthesia Machines,Aestiva,AES-6689,BC-75705964,Eagle,Imaging (Radiology),2022-02-23,2022-05-01,2027-12-01,Windows 11,192.168.26.84,84:5f:86:79:89:f1,Loaner,174832.75,51.84
ASSET-000183,Surgical Lights,Brüel & Kjaer,BRÜ-6981,BE-65820297,Eagle,Cardiac Care,2022-03-19,2022-04-05,2030-02-24,Windows 11,192.168.220.98,4c:f2:04:5a:d7:ff,Active,447168.85,41.31
ASSET-000184,Dehumidifiers,Carel,CAR-5915,EQ-13556909,Twin Falls,Neuro,2015-07-04,2015-10-01,2027-04-27,Custom OS,192.168.116.191,b8:b8:83:b0:0a:d2,Active,434347.45,100.0
ASSET-000185,Ventilators,ResMed,RES-6818,NL-55719285,McCall,Neuro,2022-12-15,2022-12-26,2027-05-15,Windows 11,,ac:d7:cf:24:28:52,Active,160173.62,71.53
ASSET-000186,Ultrasound,Canon,CAN-6950,TD-43102786,Elmore,OB/GYN,2023-08-14,2023-09-05,2027-01-05,,192.168.241.191,28:6b:55:cb:34:30,Active,439952.03,65.48
ASSET-000187,Vital Signs Monitors,Philips,PHI-2702,DE-44739473,Twin Falls,OB/GYN,2017-02-21,2017-04-12,2028-05-15,Windows 11,192.168.44.8,b6:a6:f3:ef:8b:e3,Active,474500.64,80.39
ASSET-000188,Dialysis,Gambro,GAM-8126,TT-17271551,Jerome,Neuro,2019-06-16,2019-08-25,2027-02-15,Embedded Linux,192.168.78.3,45:b0:92:f0:04:fb,Retired,241148.2,80.09
ASSET-000189,Cardiac Devices,Boston Scientific,BOS-1118,GE-44225831,Jerome,Emergency,2018-07-18,2018-09-12,2028-12-21,Embedded Linux,192.168.21.109,8b:91:89:d3:60:23,Active,148349.67,61.37
ASSET-000190,Surgical Lights,Daray,DAR-9060,TE-37058957,Magic Valley,Emergency,2015-03-02,2015-05-10,2026-02-10,QNX,192.168.3.60,07:fc:6f:af:d7:9f,Active,251705.9,100.0
ASSET-000191,CT Scanners,GE Healthcare,GE -3393,PC-91146786,Boise,Cardiac Care,2021-02-18,2021-04-20,2027-05-27,Windows 10,192.168.197.183,e2:7e:11:65:eb:30,Active,491147.35,74.73
ASSET-000192,Lighting Systems,Steris,STE-3598,TF-25177852,Wood River,OR (Operating Room),2023-09-04,2023-10-07,2028-06-02,,192.168.29.61,a6:07:55:8d:3d:ca,Active,9420.28,45.42
ASSET-000193,Surgical Lights,Daray,DAR-3539,FF-26801824,McCall,ICU (Intensive Care),2018-03-16,2018-03-28,2029-11-02,QNX,192.168.138.203,f9:77:a2:b1:e0:62,Active,191995.62,62.24
ASSET-000194,Defibrillators,Cardiac Science,CAR-5828,TJ-53584143,Jerome,Recovery,2018-10-06,2018-12-15,2030-05-28,,,23:4f:e6:97:86:bb,Active,389079.36,60.06
ASSET-000195,Cardiac Devices,Abbott,ABB-4912,EF-24981829,McCall,ICU (Intensive Care),2023-07-07,2023-09-13,2030-03-20,Embedded Linux,192.168.29.25,22:16:42:5b:10:67,Active,99850.24,30.32
ASSET-000196,Dialysis,Baxter,BAX-9615,JG-99590010,North Canyon,OB/GYN,2019-01-12,2019-02-10,2028-04-21,Custom OS,192.168.206.164,d4:bc:1d:88:14:24,Active,43578.01,67.16
ASSET-000197,Surgical Lights,Welch Allyn,WEL-9710,RH-96907844,Eagle,Lab,2018-09-22,2018-10-24,2032-09-24,QNX,192.168.164.148,ea:da:35:55:5c:cd,Active,330478.28,60.34
ASSET-000198,Lighting Systems,Steris,STE-6319,RQ-64710276,McCall,Med/Surg,2021-12-11,2022-02-27,2027-09-07,VxWorks,,e7:e5:cb:00:11:91,Active,261216.63,59.93
ASSET-000199,Patient Monitors,GE Healthcare,GE -6159,EM-35925556,Boise,Cardiac Care,2023-09-18,2023-12-01,2028-01-15,Windows 11,192.168.228.150,83:99:2f:cc:6f:27,Active,397487.58,46.73
ASSET-000200,Cardiac Devices,Abbott,ABB-1612,QH-88153714,Elmore,OB/GYN,2021-02-25,2021-03-05,2029-07-14,,192.168.198.59,05:c3:1b:9c:15:a3,Active,79042.11,45.02
ASSET-000201,Dialysis,Baxter,BAX-8300,FL-21046963,North Canyon,OB/GYN,2023-02-08,2023-04-05,2027-07-05,Windows 10,192.168.191.13,86:2b:cc:de:42:45,Active,103063.72,63.95
ASSET-000202,Patient Monitors,Philips,PHI-5362,KR-95327877,Eagle,Emergency,2016-02-22,2016-04-15,2029-06-12,Windows 10,192.168.44.253,e2:4a:e1:16:77:66,Active,82215.65,72.28
ASSET-000203,Patient Monitors,Mortara,MOR-3419,MB-01687339,Twin Falls,OR (Operating Room),2020-12-26,2021-01-10,2027-08-01,QNX,192.168.53.140,84:f7:48:09:c0:16,Active,34754.47,72.01
ASSET-000204,Anesthesia Machines,Philips,PHI-1136,DP-04797480,Meridian,Med/Surg,2019-11-28,2020-02-21,2027-02-01,QNX,192.168.251.98,32:a1:f8:2d:5f:65,Active,231703.2,84.26
ASSET-000205,Lighting Systems,Brüel & Kjaer,BRÜ-5995,TG-24565060,McCall,Recovery,2021-12-06,2021-12-09,2029-11-10,VxWorks,192.168.16.161,c6:0f:8f:73:4d:ae,Retired,330181.22,40.88
ASSET-000206,Cardiac Devices,Boston Scientific,BOS-7837,JD-58416878,Magic Valley,OB/GYN,2017-07-10,2017-09-26,2029-04-21,VxWorks,192.168.52.221,45:dc:4a:50:a2:22,Active,474557.77,61.18
ASSET-000207,Surgical Lights,Steris,STE-6221,GS-21655852,Eagle,Med/Surg,2019-08-24,2019-11-14,2028-04-04,Windows 10,192.168.157.158,76:76:76:0d:b7:28,Active,240918.1,70.02
ASSET-000208,Ventilators,GE Healthcare,GE -9051,SQ-68000257,Fruitland,Imaging (Radiology),2017-04-08,2017-04-13,2027-01-09,,192.168.172.253,68:21:5a:e0:fa:a6,Retired,444355.52,94.28
ASSET-000209,Surgical Lights,Brüel & Kjaer,BRÜ-7457,NK-29825952,North Canyon,OB/GYN,2023-09-21,2023-09-26,2029-01-08,Embedded Linux,,c6:19:61:95:e1:cb,Retired,387970.12,32.86
ASSET-000210,Cardiac Devices,Medtronic,MED-9470,RA-95888794,Nampa,Recovery,2022-02-24,2022-04-30,2026-10-23,Embedded Linux,192.168.116.7,67:e8:2e:80:a5:53,Active,66154.39,66.14
ASSET-000211,Infusion Pumps,JMS,JMS-7292,RJ-55169409,Elmore,Neuro,2017-07-18,2017-09-05,2026-03-11,QNX,,4a:5b:1a:d6:9d:9e,Active,480678.23,92.89
ASSET-000212,Patient Monitors,Philips,PHI-5146,NE-99309728,Boise,Recovery,2022-08-18,2022-08-19,2029-04-19,Embedded Linux,192.168.21.154,7d:8e:6a:19:5e:4b,Active,177764.82,36.45
ASSET-000213,CT Scanners,GE Healthcare,GE -1803,PE-30913075,Meridian,Med/Surg,2017-03-22,2017-04-28,2030-10-19,,192.168.117.192,12:2f:99:a5:bc:c2,Active,380428.78,68.43
ASSET-000214,Ventilators,Drager,DRA-5496,SG-63689702,McCall,Neuro,2021-09-07,2021-12-06,2026-01-04,QNX,192.168.23.124,93:da:a2:84:b5:42,Active,250716.48,77.29
ASSET-000215,Lighting Systems,Brüel & Kjaer,BRÜ-4812,TL-85786527,Elmore,Cardiac Care,2018-01-04,2018-01-08,2030-12-28,VxWorks,,aa:b3:6c:05:67:90,Active,38578.85,58.0
ASSET-000216,Infusion Pumps,Hospira,HOS-6460,TK-85497334,McCall,Med/Surg,2015-03-07,2015-04-19,2032-08-16,,192.168.124.40,ab:ec:d3:1c:99:a1,Active,14265.62,75.77
ASSET-000217,Infusion Pumps,Medtronic,MED-5595,TJ-34437575,Boise,Emergency,2021-11-18,2021-12-10,2029-10-04,,192.168.181.220,10:8b:d3:2c:fe:79,Active,415581.45,43.03
ASSET-000218,Infusion Pumps,Baxter,BAX-1612,KB-41986652,Magic Valley,ICU (Intensive Care),2022-09-01,2022-11-02,2028-06-16,,192.168.199.84,32:43:69:12:eb:c6,Active,263560.71,50.04
ASSET-000219,CT Scanners,Toshiba,TOS-1755,TJ-41574733,Meridian,Neuro,2019-01-19,2019-02-28,2028-04-07,VxWorks,192.168.113.172,4c:50:8c:3a:07:34,Active,178407.48,68.18
ASSET-000220,Cardiac Devices,Boston Scientific,BOS-3806,BS-84219933,Meridian,Cardiac Care,2020-09-15,2020-09-22,2026-08-22,Embedded Linux,192.168.110.101,e4:b6:9f:aa:65:28,Loaner,379092.75,79.66
ASSET-000221,Infusion Pumps,B. Braun,B. -6085,EA-33016571,Wood River,Recovery,2022-04-08,2022-04-27,2030-06-13,QNX,192.168.221.226,f9:0f:21:f3:39:b3,Active,423654.3,37.82
ASSET-000222,Ventilators,Puritan Bennett,PUR-2686,KB-82677345,Eagle,ICU (Intensive Care),2020-09-21,2020-10-01,2029-07-19,VxWorks,192.168.41.250,21:ae:6a:dc:de:af,Active,121896.39,51.63
ASSET-000223,Infusion Pumps,JMS,JMS-8584,BN-19380262,McCall,Neuro,2016-08-06,2016-09-15,2028-02-22,,192.168.98.84,1f:2e:6f:47:00:4b,Active,229222.34,82.92
ASSET-000224,Patient Monitors,GE Healthcare,GE -6187,DL-72400499,Twin Falls,OB/GYN,2019-07-23,2019-09-06,2030-10-17,Windows 11,,1b:00:b7:38:90:0f,Active,352599.83,53.94
ASSET-000225,MRI,Hitachi,HIT-8130,JG-47887287,Jerome,Lab,2017-08-05,2017-08-30,2031-06-27,Windows Server 2019,,44:05:24:08:49:f9,Active,487612.64,61.36
ASSET-000226,Microscopes,Olympus,OLY-7974,KG-15274205,North Canyon,Imaging (Radiology),2022-09-14,2022-11-24,2029-04-06,Windows 10,192.168.217.188,89:d2:bb:11:13:f7,Active,61016.36,39.82
ASSET-000227,Surgical Lights,Daray,DAR-5578,DF-29668516,Fruitland,Neuro,2016-09-20,2016-10-02,2027-11-24,QNX,192.168.163.139,,Active,31123.26,83.44
ASSET-000228,Defibrillators,Stryker,STR-8687,QJ-27530463,North Canyon,Emergency,2021-06-26,2021-08-03,2027-01-23,,192.168.187.201,1f:f2:56:1a:95:0d,Active,45842.53,75.06
ASSET-000229,Ultrasound,Siemens,SIE-5603,BD-54990453,Twin Falls,Cardiac Care,2015-12-04,2016-02-20,2027-10-24,Embedded Linux,192.168.45.67,,Active,94500.55,85.27
ASSET-000230,Ventilators,Puritan Bennett,PUR-3525,MH-74268414,Fruitland,Med/Surg,2021-04-22,2021-06-18,2028-10-24,,192.168.68.194,,Active,234687.39,44.76
ASSET-000231,Patient Monitors,Spacelabs,SPA-7390,TR-32727956,Fruitland,Cardiac Care,2017-09-28,2017-11-23,2026-08-13,VxWorks,192.168.11.25,,Active,478310.91,94.32
ASSET-000232,CT Scanners,Philips,PHI-5375,MC-83391878,Meridian,Cardiac Care,2021-08-25,2021-11-20,2030-10-25,Windows Server 2019,192.168.47.81,04:22:06:d2:32:35,Active,179000.63,47.25
ASSET-000233,Anesthesia Machines,Aestiva,AES-2506,EF-91088398,Boise,OB/GYN,2018-10-21,2018-11-06,2028-10-05,Custom OS,,5e:38:5e:81:96:ef,Active,42478.52,59.53
ASSET-000234,Surgical Lights,Brüel & Kjaer,BRÜ-5216,SQ-58713971,Nampa,ICU (Intensive Care),2019-01-13,2019-03-04,2028-05-06,Embedded Linux,,c9:5b:fb:37:49:dc,Active,323452.39,74.13
ASSET-000235,Anesthesia Machines,Drager,DRA-2153,TQ-07286790,North Canyon,Cardiac Care,2022-01-16,2022-02-05,2028-01-22,Windows 11,192.168.232.101,fb:f4:df:ce:23:73,Active,477306.9,58.18
ASSET-000236,Vital Signs Monitors,Mindray,MIN-6463,BP-40640391,Wood River,Cardiac Care,2021-01-21,2021-04-14,2026-09-28,,192.168.118.195,,Active,92426.06,70.39
ASSET-000237,Ultrasound,Mindray,MIN-7391,PF-51801704,Meridian,Emergency,2022-02-21,2022-04-19,2028-04-01,,192.168.126.100,9d:ff:e6:08:12:ad,Active,394950.37,50.43
ASSET-000238,Defibrillators,Stryker,STR-3440,TE-26567661,Elmore,OB/GYN,2018-02-02,2018-02-21,2028-10-02,QNX,192.168.45.162,9d:31:e9:57:20:36,Active,299513.82,61.16
ASSET-000239,MRI,Philips,PHI-7586,AA-51286823,McCall,ICU (Intensive Care),2023-03-11,2023-04-08,2030-06-03,Windows 11,192.168.44.179,54:e0:7c:14:44:33,Active,317936.33,33.76
ASSET-000240,Infusion Pumps,Alaris,ALA-1118,QM-47868633,Nampa,ICU (Intensive Care),2019-07-23,2019-09-22,2028-11-09,Embedded Linux,192.168.45.157,5c:ff:2d:9a:b2:d6,Active,121641.31,51.18
ASSET-000241,Cardiac Devices,Abbott,ABB-9842,HG-24310690,Jerome,Lab,2022-11-22,2022-12-19,2027-04-04,,192.168.248.234,5a:51:16:1b:ba:91,Active,129433.98,71.17
ASSET-000242,Anesthesia Machines,Drager,DRA-1859,BN-11907903,Jerome,Imaging (Radiology),2017-01-16,2017-03-23,2026-04-24,VxWorks,192.168.51.192,a6:75:38:a6:74:32,Active,209234.75,92.0
ASSET-000243,Defibrillators,Stryker,STR-8936,HL-73830284,Boise,Med/Surg,2017-04-20,2017-06-18,2027-06-05,Windows 11,192.168.250.70,41:10:1e:8f:45:38,Retired,231996.57,91.71
ASSET-000244,Cardiac Devices,Boston Scientific,BOS-3784,PK-99534283,North Canyon,Neuro,2018-02-14,2018-04-22,2032-10-16,,192.168.187.110,7e:7e:a7:de:71:4c,Retired,449634.64,59.18
ASSET-000245,Surgical Lights,Daray,DAR-1550,BM-40892687,Eagle,Neuro,2021-08-26,2021-11-24,2029-04-03,Windows 10,192.168.105.244,b7:97:7a:2e:08:f5,Active,85092.4,44.59
ASSET-000246,Defibrillators,Cardiac Science,CAR-3271,FT-68566246,Elmore,Med/Surg,2017-06-21,2017-08-20,2028-11-03,QNX,192.168.9.76,8a:6a:29:ab:1c:ba,Retired,59928.44,63.66
ASSET-000247,CT Scanners,Siemens,SIE-2097,PP-73342708,Jerome,Lab,2017-06-08,2017-08-17,2026-08-24,,192.168.246.180,73:a4:b4:88:d8:8d,Active,189542.82,94.52
ASSET-000248,Defibrillators,Stryker,STR-9730,CQ-88263435,Twin Falls,Recovery,2020-11-23,2020-12-02,2027-08-03,Windows 11,192.168.245.20,8d:39:4b:fe:4d:68,Active,315501.72,77.93
ASSET-000249,Defibrillators,Medtronic,MED-7883,BC-51830469,Fruitland,OR (Operating Room),2019-04-03,2019-04-06,2028-09-21,VxWorks,192.168.166.202,e3:ea:9b:43:9c:57,Active,117257.06,53.72
ASSET-000250,Ventilators,ResMed,RES-5659,AG-39837354,Fruitland,Imaging (Radiology),2017-12-18,2018-01-24,2026-03-27,,,,Active,62874.08,94.94
ASSET-000251,Ultrasound,Philips,PHI-4022,TL-31739363,Magic Valley,Neuro,2015-11-11,2015-12-26,2027-08-18,,192.168.32.236,ff:4a:ea:a3:4f:02,Loaner,275342.07,100.0
ASSET-000252,Defibrillators,Medtronic,MED-3409,SR-46785445,North Canyon,Recovery,2020-12-04,2021-02-04,2028-09-04,Embedded Linux,192.168.57.115,a7:1c:63:71:8e:64,Active,271514.09,44.45
ASSET-000253,Vital Signs Monitors,Edan,EDA-4185,BH-71753556,Fruitland,Emergency,2023-01-22,2023-03-10,2030-07-12,Windows 10,192.168.90.79,,Retired,48361.32,37.28
ASSET-000254,Dehumidifiers,Carel,CAR-5728,EG-20489964,Nampa,Med/Surg,2021-03-27,2021-06-11,2028-05-16,,192.168.86.17,,Active,191007.34,55.07
ASSET-000255,MRI,Siemens,SIE-8571,JR-53693785,Elmore,OB/GYN,2017-04-06,2017-05-25,2027-08-02,,192.168.150.78,ed:72:0d:01:4e:86,Active,322074.83,96.37
ASSET-000256,MRI,Siemens,SIE-9059,FT-77252287,Elmore,Lab,2015-02-25,2015-04-02,2032-10-24,Embedded Linux,192.168.223.67,f3:3d:bf:08:84:53,Active,77337.87,74.61
ASSET-000257,Ventilators,Drager,DRA-5467,HC-08010062,McCall,Med/Surg,2020-01-10,2020-02-17,2027-02-17,QNX,192.168.25.154,,Active,436859.35,83.27
ASSET-000258,Ultrasound,Mindray,MIN-6939,RR-20387509,Meridian,Neuro,2020-03-01,2020-03-19,2029-08-14,Windows 11,192.168.40.129,60:3a:d5:eb:27:3b,Active,462087.83,49.8
ASSET-000259,Ventilators,GE Healthcare,GE -9570,JT-00886008,McCall,Imaging (Radiology),2019-01-24,2019-02-09,2026-12-05,Windows Server 2019,192.168.34.252,39:27:09:f7:dc:15,Active,21232.39,86.6
ASSET-000260,Infusion Pumps,Baxter,BAX-1709,EH-40862118,Meridian,Cardiac Care,2015-02-26,2015-03-14,2028-04-06,Windows 10,192.168.217.192,,Retired,177179.09,86.61
ASSET-000261,Vital Signs Monitors,Spacelabs,SPA-2119,MN-39845461,Meridian,OB/GYN,2015-09-07,2015-10-02,2028-09-01,,192.168.55.236,f3:bb:5e:e1:36:5c,Active,490744.06,89.24
ASSET-000262,Infusion Pumps,Baxter,BAX-3025,NN-79334101,Fruitland,ICU (Intensive Care),2023-03-16,2023-05-02,2030-01-03,Windows 10,192.168.117.154,e3:73:d0:94:db:60,Retired,447903.55,38.02
