work_order_id,asset_number,work_order_type,request_date,completion_date,technician_id,labor_hours,status
WO-00000290,ASSET-000047,Corrective,2024-12-01,2024-12-15,TECH-0010,23.3,Completed
WO-00000291,ASSET-000048,Inspection,2024-09-11,2024-09-26,TECH-0000,10.93,Completed
WO-00000292,ASSET-000048,Corrective,2023-05-12,2023-06-11,TECH-0044,30.27,Completed
WO-00000293,ASSET-000048,Corrective,2023-05-11,2023-05-12,TECH-0018,30.15,Completed
WO-00000294,ASSET-000048,Corrective,2025-04-11,2025-04-25,TECH-0047,3.11,Completed
WO-00000295,ASSET-000048,Corrective,2025-02-25,2025-02-27,TECH-0038,6.24,Completed
WO-00000296,ASSET-000048,Preventive,2023-09-10,,TECH-0043,7.36,Open
WO-00000297,ASSET-000048,Corrective,2026-06-22,2026-07-01,TECH-0016,13.57,Completed
WO-00000298,ASSET-000049,Preventive,2025-06-17,2025-06-30,TECH-0043,14.18,Completed
WO-00000299,ASSET-000049,Recall,2026-06-21,,TECH-0043,3.77,In Progress
WO-00000300,ASSET-000050,Corrective,2023-06-05,2023-06-27,TECH-0027,39.71,Completed
WO-00000301,ASSET-000050,Preventive,2025-05-14,2025-06-07,TECH-0035,12.36,Completed
WO-00000302,ASSET-000050,Corrective,2024-08-02,2024-08-19,TECH-0010,10.32,Completed
WO-00000303,ASSET-000050,Inspection,2026-10-19,2026-11-10,TECH-0022,1.49,Completed
WO-00000304,ASSET-000050,Preventive,2026-02-18,2026-03-05,TECH-0038,14.61,Completed
WO-00000305,ASSET-000051,Corrective,2025-02-08,,TECH-0033,9.67,Open
WO-00000306,ASSET-000051,Corrective,2025-07-25,2025-08-03,TECH-0041,34.75,Completed
WO-00000307,ASSET-000051,Corrective,2023-11-25,2023-12-12,TECH-0015,31.81,Completed
WO-00000308,ASSET-000051,Corrective,2024-04-21,2024-05-03,TECH-0000,12.78,Completed
WO-00000309,ASSET-000052,Corrective,2026-10-18,2026-11-04,TECH-0019,36.85,Completed
WO-00000310,ASSET-000052,Inspection,2025-08-26,2025-09-04,TECH-0015,25.29,Completed
WO-00000311,ASSET-000052,Preventive,2023-08-03,2023-08-30,TECH-0025,19.7,Completed
WO-00000312,ASSET-000053,Corrective,2026-09-14,2026-09-22,TECH-0034,3.67,Completed
WO-00000313,ASSET-000053,Corrective,2024-03-19,2024-04-11,TECH-0029,37.02,Completed
WO-00000314,ASSET-000053,Corrective,2023-07-17,,TECH-0032,38.41,Open
WO-00000315,ASSET-000053,Corrective,2026-12-05,2026-12-19,TECH-0018,36.8,Completed
WO-00000316,ASSET-000053,Corrective,2025-06-15,2025-07-04,TECH-0006,18.29,Completed
WO-00000317,ASSET-000054,Preventive,2024-05-23,2024-06-08,TECH-0005,16.92,Completed
WO-00000318,ASSET-000055,Corrective,2026-12-08,2026-12-20,TECH-0020,8.03,Completed
WO-00000319,ASSET-000055,Inspection,2025-05-25,2025-06-18,TECH-0002,7.98,Completed
WO-00000320,ASSET-000055,Recall,2023-01-01,,TECH-0049,3.02,In Progress
WO-00000321,ASSET-000055,Preventive,2025-05-24,2025-06-15,TECH-0040,26.14,Completed
WO-00000322,ASSET-000055,Preventive,2026-05-07,2026-05-24,TECH-0032,34.82,Completed
WO-00000323,ASSET-000055,Preventive,2024-01-11,2024-02-02,TECH-0000,22.48,Completed
WO-00000324,ASSET-000055,Corrective,2026-09-23,2026-10-20,TECH-0011,15.88,Completed
WO-00000325,ASSET-000055,Corrective,2024-06-25,2024-07-24,TECH-0033,1.83,Completed
WO-00000326,ASSET-000055,Recall,2024-03-16,2024-03-18,TECH-0010,14.64,Completed
WO-00000327,ASSET-000055,Recall,2023-08-08,,TECH-0036,15.08,In Progress
WO-00000328,ASSET-000055,Corrective,2026-12-17,2026-12-29,TECH-0009,21.4,Completed
WO-00000329,ASSET-000055,Preventive,2025-05-13,,TECH-0019,21.33,Open
WO-00000330,ASSET-000056,Corrective,2024-12-01,2024-12-23,TECH-0004,25.92,Completed
WO-00000331,ASSET-000057,Recall,2025-01-10,2025-02-01,TECH-0010,28.55,Completed
WO-00000332,ASSET-000057,Recall,2023-11-15,2023-12-01,TECH-0016,35.13,Completed
WO-00000333,ASSET-000057,Corrective,2026-09-04,,TECH-0048,37.62,Open
WO-00000334,ASSET-000057,Preventive,2023-01-24,2023-02-03,TECH-0009,37.33,Completed
WO-00000335,ASSET-000057,Preventive,2024-03-26,2024-04-04,TECH-0019,24.85,Completed
WO-00000336,ASSET-000057,Preventive,2024-11-06,2024-11-22,TECH-0008,24.55,Completed
WO-00000337,ASSET-000057,Corrective,2025-08-25,,TECH-0037,15.13,Open
WO-00000338,ASSET-000058,Preventive,2026-12-22,2027-01-11,TECH-0042,18.97,Completed
WO-00000339,ASSET-000059,Preventive,2026-07-09,2026-08-03,TECH-0004,19.28,Completed
WO-00000340,ASSET-000059,Corrective,2024-05-09,2024-05-21,TECH-0030,35.52,Completed
WO-00000341,ASSET-000059,Corrective,2023-11-28,2023-12-24,TECH-0041,18.12,Completed
WO-00000342,ASSET-000059,Corrective,2026-12-21,2026-12-27,TECH-0027,9.74,Completed
WO-00000343,ASSET-000059,Recall,2025-12-14,,TECH-0025,7.94,In Progress
WO-00000344,ASSET-000059,Inspection,2024-06-10,2024-07-01,TECH-0027,6.99,Completed
WO-00000345,ASSET-000059,Recall,2023-05-12,2023-06-07,TECH-0021,25.1,Completed
WO-00000346,ASSET-000059,Recall,2026-02-11,2026-03-01,TECH-0013,10.03,Completed
WO-00000347,ASSET-000060,Corrective,2025-01-18,2025-01-26,TECH-0028,19.72,Completed
WO-00000348,ASSET-000060,Preventive,2023-08-15,,TECH-0028,0.67,In Progress
WO-00000349,ASSET-000060,Preventive,2026-05-15,2026-06-04,TECH-0023,35.54,Completed
WO-00000350,ASSET-000061,Corrective,2025-12-21,2026-01-13,TECH-0040,38.45,Completed
WO-00000351,ASSET-000062,Corrective,2026-03-12,2026-03-13,TECH-0005,20.68,Completed
WO-00000352,ASSET-000062,Preventive,2024-07-21,2024-07-30,TECH-0029,32.2,Completed
WO-00000353,ASSET-000062,Preventive,2024-01-25,2024-02-20,TECH-0013,20.12,Completed
WO-00000354,ASSET-000062,Preventive,2023-07-02,,TECH-0025,34.22,In Progress
WO-00000355,ASSET-000062,Corrective,2023-07-24,2023-08-03,TECH-0035,28.6,Completed
WO-00000356,ASSET-000062,Corrective,2023-05-10,2023-06-03,TECH-0009,39.39,Completed
WO-00000357,ASSET-000063,Corrective,2024-03-19,2024-03-25,TECH-0026,25.44,Completed
WO-00000358,ASSET-000063,Recall,2023-11-27,2023-12-15,TECH-0031,6.92,Completed
WO-00000359,ASSET-000063,Corrective,2023-08-19,2023-08-21,TECH-0032,28.67,Completed
WO-00000360,ASSET-000063,Corrective,2023-05-09,2023-06-05,TECH-0019,16.45,Completed
WO-00000361,ASSET-000063,Preventive,2024-03-04,2024-03-11,TECH-0037,16.18,Completed
WO-00000362,ASSET-000063,Preventive,2024-03-25,2024-04-15,TECH-0007,9.78,Completed
WO-00000363,ASSET-000064,Preventive,2023-07-19,2023-07-22,TECH-0034,18.72,Completed
WO-00000364,ASSET-000064,Corrective,2026-12-19,2027-01-05,TECH-0038,21.61,Completed
WO-00000365,ASSET-000064,Corrective,2025-01-21,2025-02-18,TECH-0010,11.12,Completed
WO-00000366,ASSET-000065,Preventive,2025-03-06,2025-03-16,TECH-0035,11.45,Completed
WO-00000367,ASSET-000065,Corrective,2023-06-07,2023-06-30,TECH-0033,26.48,Completed
WO-00000368,ASSET-000065,Corrective,2023-09-20,2023-10-02,TECH-0043,30.14,Completed
WO-00000369,ASSET-000066,Corrective,2025-03-13,,TECH-0011,3.79,Open
WO-00000370,ASSET-000066,Recall,2023-01-14,,TECH-0020,34.15,Open
WO-00000371,ASSET-000067,Recall,2026-05-04,2026-05-13,TECH-0012,27.44,Completed
WO-00000372,ASSET-000067,Preventive,2024-04-06,2024-04-18,TECH-0004,26.7,Completed
WO-00000373,ASSET-000067,Preventive,2026-03-10,,TECH-0032,27.37,In Progress
WO-00000374,ASSET-000067,Corrective,2025-05-23,2025-06-20,TECH-0048,9.9,Completed
WO-00000375,ASSET-000067,Corrective,2023-08-27,2023-09-05,TECH-0031,24.31,Completed
WO-00000376,ASSET-000068,Corrective,2025-08-02,2025-08-09,TECH-0035,14.87,Completed
WO-00000377,ASSET-000068,Preventive,2026-01-09,2026-01-26,TECH-0021,4.69,Completed
WO-00000378,ASSET-000068,Preventive,2026-05-24,,TECH-0012,20.66,In Progress
WO-00000379,ASSET-000068,Corrective,2024-10-25,2024-11-19,TECH-0017,13.19,Completed
WO-00000380,ASSET-000069,Inspection,2026-07-15,2026-07-20,TECH-0016,2.12,Completed
WO-00000381,ASSET-000069,Corrective,2025-05-09,2025-05-17,TECH-0012,10.99,Completed
WO-00000382,ASSET-000069,Recall,2026-04-08,2026-05-06,TECH-0036,13.79,Completed
WO-00000383,ASSET-000069,Corrective,2025-08-03,2025-08-25,TECH-0008,27.23,Completed
WO-00000384,ASSET-000069,Preventive,2026-10-15,2026-11-01,TECH-0010,27.68,Completed
WO-00000385,ASSET-000069,Preventive,2024-07-01,2024-07-17,TECH-0003,22.43,Completed
WO-00000386,ASSET-000069,Corrective,2025-10-06,,TECH-0017,3.37,In Progress
WO-00000387,ASSET-000069,Corrective,2025-07-07,2025-08-02,TECH-0022,35.64,Completed
WO-00000388,ASSET-000069,Preventive,2025-12-22,2026-01-10,TECH-0018,1.66,Completed
WO-00000389,ASSET-000070,Preventive,2023-10-26,2023-10-29,TECH-0047,29.69,Completed
WO-00000390,ASSET-000070,Preventive,2024-10-10,2024-10-12,TECH-0047,36.61,Completed
WO-00000391,ASSET-000070,Preventive,2026-10-28,2026-11-07,TECH-0023,39.72,Completed
WO-00000392,ASSET-000070,Inspection,2025-07-13,2025-08-04,TECH-0011,20.88,Completed
WO-00000393,ASSET-000070,Preventive,2023-01-14,2023-02-09,TECH-0018,36.36,Completed
WO-00000394,ASSET-000070,Inspection,2024-04-24,2024-05-04,TECH-0009,29.52,Completed
WO-00000395,ASSET-000070,Recall,2024-02-14,2024-03-09,TECH-0025,23.45,Completed
WO-00000396,ASSET-000070,Corrective,2025-05-12,2025-05-18,TECH-0029,36.59,Completed
WO-00000397,ASSET-000071,Recall,2026-04-13,2026-04-22,TECH-0012,18.89,Completed
WO-00000398,ASSET-000072,Inspection,2024-12-24,2025-01-21,TECH-0046,19.41,Completed
WO-00000399,ASSET-000072,Corrective,2025-05-28,2025-06-13,TECH-0041,24.43,Completed
WO-00000400,ASSET-000072,Preventive,2025-04-13,,TECH-0043,9.89,In Progress
WO-00000401,ASSET-000072,Corrective,2025-03-19,2025-04-11,TECH-0025,13.66,Completed
WO-00000402,ASSET-000072,Preventive,2025-11-02,2025-11-04,TECH-0023,4.58,Completed
WO-00000403,ASSET-000072,Corrective,2023-06-01,,TECH-0011,3.84,In Progress
WO-00000404,ASSET-000072,Preventive,2025-11-20,,TECH-0013,26.67,Open
WO-00000405,ASSET-000072,Preventive,2023-02-04,2023-02-23,TECH-0028,12.18,Completed
WO-00000406,ASSET-000072,Corrective,2023-02-01,2023-02-27,TECH-0036,11.61,Completed
WO-00000407,ASSET-000072,Preventive,2024-03-08,2024-03-10,TECH-0034,8.29,Completed
WO-00000408,ASSET-000072,Corrective,2024-08-19,,TECH-0032,34.04,In Progress
WO-00000409,ASSET-000073,Inspection,2025-11-27,2025-12-16,TECH-0035,13.78,Completed
WO-00000410,ASSET-000073,Inspection,2023-11-22,2023-12-04,TECH-0008,12.65,Completed
WO-00000411,ASSET-000073,Preventive,2025-03-22,2025-03-23,TECH-0023,39.34,Completed
WO-00000412,ASSET-000073,Corrective,2026-01-25,2026-02-23,TECH-0032,0.72,Completed
WO-00000413,ASSET-000073,Inspection,2024-10-17,2024-10-29,TECH-0012,29.71,Completed
WO-00000414,ASSET-000073,Preventive,2025-05-24,2025-06-11,TECH-0037,38.19,Completed
WO-00000415,ASSET-000073,Preventive,2023-11-18,2023-12-07,TECH-0002,38.78,Completed
WO-00000416,ASSET-000073,Preventive,2026-04-22,2026-05-04,TECH-0034,16.83,Completed
WO-00000417,ASSET-000074,Preventive,2024-04-24,2024-05-24,TECH-0003,9.99,Completed
WO-00000418,ASSET-000074,Corrective,2026-01-17,2026-01-20,TECH-0003,10.79,Completed
WO-00000419,ASSET-000075,Corrective,2024-04-17,,TECH-0040,8.91,Open
WO-00000420,ASSET-000075,Preventive,2026-05-02,2026-05-27,TECH-0004,1.33,Completed
WO-00000421,ASSET-000075,Preventive,2023-01-26,2023-02-17,TECH-0014,8.06,Completed
WO-00000422,ASSET-000075,Corrective,2025-04-20,2025-05-12,TECH-0025,8.59,Completed
WO-00000423,ASSET-000075,Corrective,2026-01-13,2026-01-29,TECH-0032,21.85,Completed
WO-00000424,ASSET-000076,Preventive,2024-12-13,2025-01-08,TECH-0045,9.95,Completed
WO-00000425,ASSET-000076,Inspection,2024-12-24,2025-01-05,TECH-0045,12.04,Completed
WO-00000426,ASSET-000076,Preventive,2026-01-23,2026-01-28,TECH-0038,4.22,Completed
WO-00000427,ASSET-000076,Recall,2024-11-24,,TECH-0035,15.83,In Progress
WO-00000428,ASSET-000076,Corrective,2025-02-27,,TECH-0033,26.6,In Progress
WO-00000429,ASSET-000076,Preventive,2023-12-02,2023-12-25,TECH-0004,24.42,Completed
WO-00000430,ASSET-000076,Preventive,2025-06-07,,TECH-0004,28.05,In Progress
WO-00000431,ASSET-000077,Corrective,2025-11-12,2025-12-06,TECH-0017,23.9,Completed
WO-00000432,ASSET-000077,Preventive,2023-03-08,2023-03-12,TECH-0030,34.61,Completed
WO-00000433,ASSET-000078,Corrective,2024-05-17,2024-05-27,TECH-0003,0.62,Completed
WO-00000434,ASSET-000078,Preventive,2024-11-09,2024-11-16,TECH-0026,19.39,Completed
WO-00000435,ASSET-000078,Preventive,2026-12-22,2027-01-09,TECH-0022,7.72,Completed
WO-00000436,ASSET-000078,Corrective,2025-09-26,2025-10-19,TECH-0004,4.43,Completed
WO-00000437,ASSET-000079,Preventive,2025-12-25,2026-01-07,TECH-0004,34.14,Completed
WO-00000438,ASSET-000079,Preventive,2024-06-15,2024-06-25,TECH-0030,14.58,Completed
WO-00000439,ASSET-000079,Preventive,2026-10-26,2026-11-25,TECH-0028,36.0,Completed
WO-00000440,ASSET-000080,Corrective,2025-10-03,2025-10-29,TECH-0005,35.0,Completed
WO-00000441,ASSET-000080,Corrective,2026-11-04,2026-11-08,TECH-0021,7.0,Completed
WO-00000442,ASSET-000080,Corrective,2024-06-05,2024-06-20,TECH-0023,20.27,Completed
WO-00000443,ASSET-000080,Preventive,2026-02-27,2026-03-05,TECH-0023,33.25,Completed
WO-00000444,ASSET-000080,Corrective,2025-07-13,2025-07-30,TECH-0024,27.4,Completed
WO-00000445,ASSET-000081,Corrective,2023-03-17,2023-04-09,TECH-0037,20.58,Completed
WO-00000446,ASSET-000081,Preventive,2023-08-26,2023-09-15,TECH-0019,31.7,Completed
WO-00000447,ASSET-000081,Corrective,2024-02-06,2024-02-16,TECH-0043,26.26,Completed
WO-00000448,ASSET-000081,Preventive,2024-09-18,,TECH-0008,37.21,Open
WO-00000449,ASSET-000081,Preventive,2026-05-12,2026-06-11,TECH-0003,21.38,Completed
WO-00000450,ASSET-000081,Corrective,2023-03-23,2023-04-13,TECH-0009,15.2,Completed
WO-00000451,ASSET-000081,Inspection,2026-05-17,,TECH-0039,1.51,Open
WO-00000452,ASSET-000082,Corrective,2025-01-01,2025-01-02,TECH-0003,7.71,Completed
WO-00000453,ASSET-000082,Corrective,2024-03-01,2024-03-19,TECH-0048,34.66,Completed
WO-00000454,ASSET-000082,Inspection,2024-06-27,2024-07-11,TECH-0040,2.66,Completed
WO-00000455,ASSET-000082,Corrective,2024-10-09,2024-11-02,TECH-0021,20.29,Completed
WO-00000456,ASSET-000082,Corrective,2026-06-23,2026-07-03,TECH-0043,37.0,Completed
WO-00000457,ASSET-000082,Preventive,2025-08-01,2025-08-03,TECH-0028,32.0,Completed
WO-00000458,ASSET-000082,Preventive,2024-12-04,2024-12-19,TECH-0018,13.04,Completed
WO-00000459,ASSET-000082,Preventive,2026-07-22,2026-08-08,TECH-0038,2.97,Completed
WO-00000460,ASSET-000082,Inspection,2023-11-10,2023-11-14,TECH-0003,16.74,Completed
WO-00000461,ASSET-000082,Recall,2023-06-04,2023-06-10,TECH-0032,34.11,Completed
WO-00000462,ASSET-000082,Preventive,2025-08-08,2025-08-22,TECH-0010,22.2,Completed
WO-00000463,ASSET-000082,Preventive,2026-08-02,,TECH-0035,25.64,In Progress
WO-00000464,ASSET-000083,Recall,2026-12-23,2026-12-31,TECH-0019,15.01,Completed
WO-00000465,ASSET-000083,Preventive,2024-09-08,2024-09-15,TECH-0019,13.18,Completed
WO-00000466,ASSET-000083,Preventive,2024-09-26,2024-10-14,TECH-0045,26.98,Completed
WO-00000467,ASSET-000084,Preventive,2024-08-22,2024-09-07,TECH-0015,25.51,Completed
WO-00000468,ASSET-000084,Corrective,2025-04-13,2025-04-22,TECH-0001,17.42,Completed
WO-00000469,ASSET-000085,Corrective,2025-10-19,2025-10-31,TECH-0000,9.62,Completed
WO-00000470,ASSET-000085,Corrective,2024-05-06,2024-06-03,TECH-0004,20.53,Completed
WO-00000471,ASSET-000086,Recall,2025-06-16,2025-06-25,TECH-0042,36.86,Completed
WO-00000472,ASSET-000086,Corrective,2025-07-07,2025-07-10,TECH-0016,39.06,Completed
WO-00000473,ASSET-000086,Corrective,2026-09-06,2026-09-07,TECH-0008,24.85,Completed
WO-00000474,ASSET-000086,Preventive,2024-01-14,2024-01-18,TECH-0048,8.0,Completed
WO-00000475,ASSET-000086,Corrective,2023-05-16,,TECH-0037,37.03,In Progress
WO-00000476,ASSET-000086,Corrective,2026-02-21,,TECH-0008,20.89,Open
WO-00000477,ASSET-000086,Preventive,2023-04-15,,TECH-0043,15.97,Open
WO-00000478,ASSET-000086,Corrective,2024-09-13,2024-09-20,TECH-0020,9.82,Completed
WO-00000479,ASSET-000086,Recall,2024-05-08,2024-06-04,TECH-0045,1.03,Completed
WO-00000480,ASSET-000086,Inspection,2023-08-05,2023-08-31,TECH-0017,4.66,Completed
WO-00000481,ASSET-000086,Preventive,2024-10-17,2024-11-11,TECH-0026,16.01,Completed
WO-00000482,ASSET-000087,Preventive,2024-06-12,2024-07-07,TECH-0017,4.96,Completed
WO-00000483,ASSET-000087,Corrective,2023-08-09,2023-08-19,TECH-0006,32.21,Completed
WO-00000484,ASSET-000087,Inspection,2026-09-12,2026-09-21,TECH-0006,22.17,Completed
WO-00000485,ASSET-000087,Preventive,2026-06-14,,TECH-0043,5.43,In Progress
WO-00000486,ASSET-000088,Inspection,2024-01-18,,TECH-0003,20.45,Open
WO-00000487,ASSET-000088,Corrective,2026-10-16,2026-11-03,TECH-0004,18.33,Completed
WO-00000488,ASSET-000088,Recall,2024-04-14,2024-05-04,TECH-0015,16.12,Completed
WO-00000489,ASSET-000089,Corrective,2025-05-08,2025-05-11,TECH-0045,13.56,Completed
WO-00000490,ASSET-000089,Corrective,2026-01-23,2026-01-26,TECH-0042,39.54,Completed
WO-00000491,ASSET-000089,Recall,2025-02-28,,TECH-0034,34.57,Open
WO-00000492,ASSET-000089,Corrective,2025-07-21,2025-08-18,TECH-0008,31.7,Completed
WO-00000493,ASSET-000089,Corrective,2024-02-14,2024-03-08,TECH-0036,24.84,Completed
WO-00000494,ASSET-000089,Corrective,2026-12-20,2026-12-27,TECH-0044,16.62,Completed
WO-00000495,ASSET-000090,Recall,2024-04-18,2024-04-27,TECH-0045,13.94,Completed
WO-00000496,ASSET-000090,Preventive,2025-12-08,2025-12-20,TECH-0017,7.4,Completed
WO-00000497,ASSET-000090,Preventive,2026-10-07,2026-10-24,TECH-0026,6.63,Completed
WO-00000498,ASSET-000090,Preventive,2025-02-16,,TECH-0043,25.18,In Progress
WO-00000499,ASSET-000090,Preventive,2026-05-21,,TECH-0041,27.0,Open
WO-00000500,ASSET-000090,Recall,2025-12-26,,TECH-0011,11.01,In Progress
WO-00000501,ASSET-000090,Corrective,2025-05-07,2025-05-15,TECH-0037,32.51,Completed
WO-00000502,ASSET-000091,Preventive,2023-02-24,2023-03-22,TECH-0021,3.41,Completed
WO-00000503,ASSET-000091,Recall,2025-03-08,2025-03-10,TECH-0032,27.67,Completed
WO-00000504,ASSET-000091,Corrective,2025-11-19,2025-12-08,TECH-0030,11.48,Completed
WO-00000505,ASSET-000091,Preventive,2024-07-09,2024-07-21,TECH-0028,35.01,Completed
WO-00000506,ASSET-000091,Preventive,2025-10-03,2025-10-16,TECH-0004,24.47,Completed
WO-00000507,ASSET-000091,Corrective,2025-01-10,,TECH-0021,14.06,Open
WO-00000508,ASSET-000091,Corrective,2023-02-07,2023-03-05,TECH-0047,39.71,Completed
WO-00000509,ASSET-000091,Inspection,2024-04-01,2024-04-20,TECH-0020,39.88,Completed
WO-00000510,ASSET-000092,Preventive,2023-01-20,,TECH-0038,3.05,Open
WO-00000511,ASSET-000092,Inspection,2026-02-06,2026-02-10,TECH-0022,22.61,Completed
WO-00000512,ASSET-000092,Preventive,2023-07-01,,TECH-0035,31.38,In Progress
WO-00000513,ASSET-000092,Corrective,2024-09-03,2024-09-21,TECH-0024,7.73,Completed
WO-00000514,ASSET-000092,Corrective,2026-03-16,2026-04-13,TECH-0004,11.67,Completed
WO-00000515,ASSET-000092,Corrective,2025-11-22,2025-11-26,TECH-0011,30.52,Completed
WO-00000516,ASSET-000092,Preventive,2023-07-06,2023-07-22,TECH-0033,20.69,Completed
WO-00000517,ASSET-000093,Preventive,2024-04-03,2024-04-17,TECH-0023,1.03,Completed
WO-00000518,ASSET-000093,Preventive,2025-12-07,2026-01-01,TECH-0043,9.7,Completed
WO-00000519,ASSET-000093,Preventive,2023-06-19,,TECH-0011,26.79,Open
WO-00000520,ASSET-000093,Preventive,2025-06-01,2025-06-11,TECH-0043,33.68,Completed
WO-00000521,ASSET-000093,Preventive,2026-05-01,2026-05-23,TECH-0012,27.99,Completed
WO-00000522,ASSET-000094,Recall,2025-12-23,2026-01-06,TECH-0037,5.75,Completed
WO-00000523,ASSET-000094,Preventive,2024-06-10,2024-07-09,TECH-0014,33.98,Completed
WO-00000524,ASSET-000094,Corrective,2026-07-13,,TECH-0030,14.8,Open
WO-00000525,ASSET-000094,Corrective,2025-10-25,2025-11-13,TECH-0022,28.56,Completed
WO-00000526,ASSET-000094,Preventive,2025-09-07,2025-09-16,TECH-0044,4.04,Completed
WO-00000527,ASSET-000094,Preventive,2025-09-10,2025-10-05,TECH-0035,1.04,Completed
WO-00000528,ASSET-000095,Inspection,2023-02-07,2023-03-07,TECH-0006,3.47,Completed
WO-00000529,ASSET-000095,Corrective,2025-11-26,2025-12-19,TECH-0027,6.57,Completed
WO-00000530,ASSET-000095,Preventive,2023-03-25,2023-04-13,TECH-0001,13.09,Completed
WO-00000531,ASSET-000095,Inspection,2023-05-02,2023-06-01,TECH-0041,21.38,Completed
WO-00000532,ASSET-000095,Inspection,2024-03-07,2024-03-29,TECH-0003,12.88,Completed
WO-00000533,ASSET-000095,Preventive,2025-05-14,,TECH-0018,18.74,In Progress
WO-00000534,ASSET-000095,Corrective,2025-01-02,,TECH-0032,16.54,Open
WO-00000535,ASSET-000095,Corrective,2023-08-08,2023-09-03,TECH-0045,39.98,Completed
WO-00000536,ASSET-000095,Corrective,2023-09-15,2023-10-08,TECH-0046,8.13,Completed
WO-00000537,ASSET-000095,Corrective,2024-02-10,2024-02-14,TECH-0048,22.4,Completed
WO-00000538,ASSET-000095,Corrective,2026-08-25,2026-09-03,TECH-0040,11.29,Completed
WO-00000539,ASSET-000095,Corrective,2024-08-09,,TECH-0017,30.57,Open
WO-00000540,ASSET-000096,Recall,2024-03-19,2024-03-26,TECH-0025,3.16,Completed
WO-00000541,ASSET-000096,Corrective,2023-01-11,2023-01-19,TECH-0041,25.19,Completed
WO-00000542,ASSET-000096,Corrective,2024-02-22,2024-02-24,TECH-0021,4.14,Completed
WO-00000543,ASSET-000096,Corrective,2025-01-06,2025-01-11,TECH-0021,26.93,Completed
WO-00000544,ASSET-000096,Corrective,2023-01-20,,TECH-0013,26.49,In Progress
WO-00000545,ASSET-000096,Preventive,2024-01-17,2024-01-26,TECH-0044,14.94,Completed
